Pf,PumpPressure,Time,PumpVolume,Pc
2.5354094467999997,2.555775507,-585.4500000020554,424.8106197586411,7.539707313
2.5768424299999997,2.591346816,-585.2000000020554,424.79118142340184,7.540725405
2.6044271923999998,2.613593502,-584.9500000020554,424.8203389262607,7.541365151999999
2.6197334472000002,2.626925004,-584.7000000020554,424.79708416394567,7.542252542999999
2.6504266139999992,2.665192881,-584.4500000020554,424.8192194409852,7.541055596999999
2.6826584719999995,2.6965404840000002,-584.2000000020554,424.7832941407786,7.542534581999999
2.7038899288000002,2.714267667,-583.9500000020554,424.74156787141686,7.545616373999999
2.712594701999999,2.715499008,-583.7000000020554,424.6821842661179,7.541392668
2.7272122683999993,2.7362254349999997,-583.4500000020554,424.6949056897038,7.544343759
2.753295566,2.761526397,-583.2000000020554,424.6717018130831,7.543642101
2.7728580391999995,2.782534863,-582.9500000020554,424.68345640847645,7.5457058009999995
2.7891073628,2.799484719,-582.7000000020554,424.6622879596295,7.5421975109999995
2.8214726154,2.837394888,-582.4500000020554,424.6859498074993,7.545189875999999
2.8526031923999997,2.862358779,-582.2000000020554,424.6640689589316,7.543724648999999
2.871877160999999,2.878125447,-581.9500000020554,424.6880870066617,7.546600070999999
2.877817874,2.878538187,-581.7000000020554,424.67215978433217,7.546778925
2.8821330341999993,2.887866111,-581.4500000020554,424.68844320652215,7.544330001
2.8980907509999994,2.9063775,-581.2000000020554,424.6610667029653,7.5445363709999995
2.910719807199999,2.9186221199999998,-580.9500000020554,424.6792328958459,7.549159059
2.9212641849999996,2.925452967,-580.7000000020554,424.66778361461866,7.545808985999999
2.9384472708,2.9458216859999995,-580.4500000020554,424.69602517497935,7.548388610999999
2.9565920385999997,2.962090521,-580.2000000020554,424.6709894133623,7.546730771999999
2.9677630608,2.974569027,-579.9500000020554,424.68905383485423,7.548856383
2.9722054111999996,2.975263806,-579.7000000020554,424.659387475052,7.546428096
2.9718672713999994,2.9752775639999998,-579.4500000020554,424.6842196938916,7.547212301999999
2.9742373522,2.9765295419999998,-579.2000000020554,424.66788538600736,7.545726437999999
2.9763685636,2.9778709470000004,-578.9500000020554,424.69246317637527,7.54860186
2.9792008721999994,2.9814273900000003,-578.7000000020554,424.6717018130831,7.547735105999999
2.9812979593999995,2.983202172,-578.4500000020554,424.694345947066,7.548113451
2.9819773412,2.984653641,-578.2000000020554,424.66030341755015,7.544735862
2.9803704015999997,2.983601154,-577.9500000020554,424.68274400875566,7.548918294
2.9796320780000003,2.9784556620000004,-577.7000000020554,424.669768156698,7.545031659
2.9729437348,2.971968765,-577.4500000020554,424.69826414553046,7.547521857
2.9639535591999997,2.962489503,-577.2000000020554,424.6682415858677,7.547487461999999
2.9539706796,2.95432413,-576.9500000020554,424.68722194985787,7.546524401999999
2.9464044137999994,2.947004874,-576.7000000020554,424.66218618824087,7.5450660539999985
2.9297549064,2.927833101,-576.4500000020554,424.6866113215258,7.547762622
2.9134497431999997,2.910835092,-576.2000000020554,424.66071050310484,7.545279302999999
2.9020987934,2.901211371,-575.9500000020554,424.6908348341563,7.549633709999998
2.8970111854,2.896547409,-575.7000000020554,424.67388989793983,7.544687709
2.8842177125999995,2.882342274,-575.4500000020554,424.68823966374475,7.545533826
2.8667182024,2.865481845,-575.2000000020554,424.65842064685944,7.544020445999999
2.8531429751999995,2.854000794,-574.9500000020554,424.679385552929,7.5471228749999995
2.8440411203999996,2.841928149,-574.7000000020554,424.666206158094,7.544089236
2.8165525262,2.806632,-574.4500000020554,424.6948548040094,7.544020445999999
2.7884962293999993,2.784247734,-574.2000000020554,424.66915752836593,7.5441373889999985
2.7840259591999996,2.7849425130000003,-573.9500000020554,424.68803612096735,7.544770257000001
2.7823631799999995,2.783621745,-573.7000000020554,424.66065961741054,7.542458912999999
2.7543534161999994,2.746282533,-573.4500000020554,424.6835072941708,7.5433669409999995
2.7279505919999996,2.7223298550000004,-573.2000000020554,424.699230973723,7.540773557999999
2.711338311,2.7072166920000003,-572.9500000020554,424.82130575445325,7.544481339
2.7026056179999993,2.697627366,-572.7000000020554,424.7989669346364,7.543043628
2.6687792291999997,2.6583551549999997,-572.4500000020554,424.8197282979286,7.542183752999999
2.6362526622,2.6309423400000003,-572.2000000020554,424.7843118546655,7.538909349
2.6134421856,2.610422283,-571.9500000020554,424.8064471317049,7.541592158999999
2.5960481501999992,2.587955469,-571.7000000020554,424.7918938231227,7.5390056549999995
2.5539699093999997,2.5389425940000003,-571.4500000020554,424.82084778320416,7.542541461
2.5073283323999997,2.493768201,-571.2000000020554,424.7996793343572,7.539342725999999
2.4740882593999998,2.466919464,-570.9500000020554,424.81784552723786,7.538042594999999
2.4552175767999995,2.4490890960000002,-570.7000000020554,424.79001105243196,7.5350571089999985
2.41909556,2.406886431,-570.4500000020554,424.8121972151657,7.538001320999999
2.383826648199999,2.373261879,-570.2000000020554,424.7923009086774,7.535944499999999
2.3594960936000002,2.3513935380000004,-569.9500000020554,424.86125102451297,7.538248964999999
2.349680732799999,2.3440949189999998,-569.7000000020554,424.92251740050267,7.5359376209999995
2.3305029323999995,2.322412311,-569.4500000020554,424.94363496365526,7.536893801999999
